uid,tenant_id,table_name,column_name,display_name,availability,properties,created_by,date_created,date_modified,modified_by
fd7456d24f8343419efe6a4fb3c5ae83,10179,c_customerappend,c_appendAttribute144,,,"{""description"":""Someone in the household has indicated they have an interest in music and they are an avid music listener.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
e0468c0cb587436da0ca1d65ea221ac9,1089,customersummary,c_mwc8,,,"{""description"":""MW Model: MWC_Demand P12M""}",system,2020-12-02 01:13,2024-05-10 06:50,system
3760ae1542fc48f1b88cddf4cb53d3c2,1089,c_customerappend,c_appendAttribute86,,,"{""description"":""Indicates the precision used in the append of the Age in Two-Year Increments - 100% element (Household, Household Inferred, Zip+4, Zip level)""}",system,2020-10-09 19:58,2022-08-09 20:51,system
fb3e65044cde45409281d52c3b580b13,1089,c_customerappend,c_appendAttribute454,,,"{""description"":""Indicates a mail order purchase made by the household of teen fashion apparel.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
03e6800f32504d82b60604ddc06fdc47,1089,c_customerappend,c_appendAttribute441,,,"{""description"":""Indicates purchases made by the household in the grocery category.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
f0526b7db49d4d4eadf946e0dc8f0585,1089,c_customerappend,c_appendAttribute426,,,"{""description"":""Indicates the date of recent retail purchase activity.  There are 5 of these elements:  Element: 9156 Retail Purchase Activity Date and Category 1   Element: 9157 Retail Purchase Activity Date and Category 2   Element: 9158 Retail Purchase Activity Date and Category 3   Element: 9159 Retail Purchase Activity Date and Category 4   Element: 9160 Retail Purchase Activity Date and Category 5   They are sorted by most recent date to least recent date; then within date sorted by category descending.   If there are more than 5, only the most recent 5 are kept.  They could all have the same date, but be different categories.  They could all have different dates, but be the same category.   They could all have different dates and different categories.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
8a5d02e1c5e64d519083a370799b64e6,1089,c_customerappend,c_appendAttribute219,,,"{""description"":""Indicates the number of orders the household has made in the Apparel - Men\u0027s category in the past 48 months.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
0991b69237eb47efb67f32605ebb726e,1089,c_customerappend,c_appendAttribute389,,,"{""description"":""Indicates the date of the first order made by the household. The following elements are not actual transactions. This data has been rolled up into categories removing all transaction level data including SKUs.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
8639721ca7f54fb6a4047d0574a18d16,10179,c_customerappend,c_appendAttribute497,,,"{""description"":""Indicates if a household is owner or renter occupied. This element is fed by Purchase Date of Home, aLONG with other contributors data. 100% \u003d This element is created by first copying the corresponding data from 8606 or 9606 and then filling in the match rate up to 100% with inferred ZIP4 or ZIP level data. Even if the record does not match to InfoBase, the 100% element will be populated by hitting the ZIP tables. There is a match level indicator for each 100% element that adds one additional position to the element.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
b68471e93eb14b43814b6a3968a8dcef,10180,c_customerappend,c_appendAttribute58,,,"{""description"":""Indicates the known presence/absence of children age 0-17 in the household. The Number of Children feeds this element aLONG with other contributors data.   NO presence of children values are only generated by 0 (zero) number of children. NO will not be generated when, for example, an only child ages up and becomes an adult. 100% \u003d This element is created by first copying the corresponding data from 8622 or 9622 and then filling in the match rate up to 100% with inferred ZIP4 or ZIP level data. Even if the record does not match to InfoBase, the 100% element will be populated by hitting the ZIP tables. There is a match level indicator for each 100% element that adds one additional position to the element.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
d6d49a6656f1493c9fd65c5061177502,10180,c_customerappend,c_appendAttribute119,,,"{""description"":""Someone in the household has an interest in collecting Antiques.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
fd8be309056e4acda234551adba57144,0,customersummary,TotalRevenue,,[],"{""description"":""The total revenue generated by your customers\u0027 transactions in their lifetime.""}",system,2019-06-19 20:36,2024-06-25 21:09,system
97561437251d4f999909c94e538df904,0,customersummary,PurchaseClusterID,,[],"{""description"":""""}",system,2019-06-19 20:37,2024-06-25 21:09,system
fbcaf0dd6ec84d9b831ac81a44ab4f01,10179,c_customerappend,c_appendAttribute168,,,"{""description"":""Someone in the household has an interest in playing golf.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
58b08ac96cb443c7b611656a9ce0bf75,0,transactionsummary,HouseholdDaySinceFirstTransaction,,[],"{""description"":""Number of days between a given transaction and the household\u0027s first transaction. Note that this field is calculated at the transaction level, and it does not indicate household tenure as of today. Instead, it indicates household tenure as of when the transaction was made.""}",system,2019-10-02 21:11,2024-06-25 21:09,system
fe33b27eb3ab41b1af9aa465e1fcbb11,10179,c_customerappend,c_appendAttribute69,,,"{""description"":""Indicates the frequency of purchases made by a household with a credit card in the last 24+ months.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
78b6b1f86b28497cacbfd2a5f75053ad,0,customer,DoNotEmail,,[],"{""description"":""The subscription preference of the customer for email campaigns. This is a flag that means \""Do Not Email\"", set to \""Y\"" if you should not send emails to this customer (opted-out), \""N\"" if you can send her an email (opted-in), \""U\"" or do not provide this flag if you don\u0027t have specific information.""}",system,2019-10-02 21:11,2024-06-25 21:09,system
37e4c450dd9b49b0bc6732344e927b9d,1052,transactionitemmessagexref,SourceMessageNumber,,"[""API"",""EXPORT"",""SUMMARY"",""CAMPAIGN""]",{},system,2020-09-16 21:13,2020-09-16 21:13,system
e38fbe5ffbd545cbad6e7f6f17b164ec,465,paymentmethod,IsPrivateLabelCard,,"[""LOOKUP"",""CONTENT"",""CAMPAIGN""]",,system,2021-03-04 05:02,2021-03-04 05:02,system
b6f2b16adc664e68b4ca6dd9a4a911d3,1028,customersummary,recencydays,,"[""CONTENT"",""CAMPAIGN"",""API""]",,system,2021-01-04 23:35,2024-04-23 07:04,system
472ede0fa5724f2e8356ec2bbd89eaae,1089,c_customerappend,c_appendAttribute238,,,"{""description"":""Indicates the number of orders the household has made in the Gift category in the past 48 months.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
19c1dc9c73b34f47882f258f68c5a235,1089,c_customerappend,c_appendAttribute85,,,"{""description"":""Indicates the age of the 1st individual in the household. Age range is expressed in two-year increments. Age categories extend from under 18 to 100 plus. 100% \u003d This element is created by first copying the corresponding data from 8616 or 9616 and then filling in the match rate up to 100% with inferred ZIP4 or ZIP level data. Even if the record does not match to InfoBase, the 100% element will be populated by hitting the ZIP tables. There is a match level indicator for each 100% element that adds one additional position to the element.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
1b7c7406bd6e489d9d1a433d56db3b68,10180,c_customerappend,c_appendAttribute261,,,"{""description"":""Indicates the number of weeks since the household has made a purchase in Men\u0027s Big and Tall Apparel.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
6b37f45341bc429381700bc27cee988f,10180,c_customerappend,c_appendAttribute302,,,"{""description"":""Indicates the number of weeks since the household has made a purchase of stationery.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
41f3e5db16fc4433b28939e12f19ac21,10179,c_customerappend,c_appendAttribute477,,,"{""description"":""Indicates a mail order purchase made by the household of golf-related items.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
d3e9c7d3bd064a0d9f703ae11b9204d5,0,customersummary,BrandClusterID,,[],"{""description"":""""}",system,2019-06-19 20:37,2024-06-25 21:09,system
f6bb556d7eeb4b81ae1fd9e740908d28,10179,c_customerappend,c_appendAttribute300,,,"{""description"":""Indicates the number of weeks since the household has made a purchase of a specialty gift. Specialty gifts are items such as executive gifts, personalized gifts, special occasion items such as 25th or 50th anniversary gifts.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
6f58217338294bd0bf7e034722656d42,1052,customer,c_spendLifetime,,,"{""description"":""Sum of customer\u0027s net spend (all time)""}",system,2023-04-25 18:00,2023-04-25 18:27,system
3c4c3e74e6f84163a80df70413b061de,10180,c_customerappend,c_appendAttribute52,,,"{""description"":""Indicates the presence of male children age 16 to 17 in the household. This data is created by first copying the respective childAgeInBroadRanges data from the household.coreDemographics bundle and then filling in with inferred model data. To achieve full coverage, additional data may be added from inferred ZIP or ZIP4 data.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
eda0abf9dba74418b7010ca497f9f298,0,event,OperatingSystem,,[],"{""description"":""The operating system of the device on which the event was triggered (applicable mostly to web events). This is automatically populated when using the JS SDK but you should populate it when using the Tracker API (if you need to use it later for marketing campaigns).""}",system,2019-10-02 21:11,2024-06-25 21:09,system
25a7b793c02340e99479191b53b2542a,1086,c_customerappend,c_appendAttribute266,,,"{""description"":""Indicates the number of weeks since the household has made a purchase in Women\u0027s Plus Size Apparel.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
e7f1029087b7408b9d655e3e74c92506,10179,c_customerappend,c_appendAttribute71,,,"{""description"":""Indicates possession of VISA or Mastercard bankcard(s) in a household.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
445cbc8a2b1944a6bdeef2c9b9f5310e,10179,c_customerappend,c_appendAttribute33,,,"{""description"":""Indicates the precision used in the append of the Adult Age Range Present in Household - 100% element (Household, Household Inferred, Zip+4, Zip level)""}",system,2022-07-07 09:50,2023-01-10 06:16,system
11ded2ec52e44fff8f0f77efbe1e5c51,1089,c_customerappend,c_appendAttribute33,,,"{""description"":""Indicates the precision used in the append of the Adult Age Range Present in Household - 100% element (Household, Household Inferred, Zip+4, Zip level)""}",system,2020-10-09 19:58,2022-08-09 20:51,system
8180e3652d64435f97000d96f776389e,10180,c_customerappend,c_appendAttribute219,,,"{""description"":""Indicates the number of orders the household has made in the Apparel - Men\u0027s category in the past 48 months.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
bf7a65a69fc54ecc9c795049d3719e14,10180,c_customerappend,c_appendAttribute298,,,"{""description"":""Indicates the number of weeks since the household has made a purchase in Photo \u0026 Video.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
37667c40745942debdc50fa5f7c89b06,10180,c_customerappend,c_appendAttribute370,,,"{""description"":""Indicates the total dollars purchased in the month of April within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
c24b626f6cbb4301a2ea5e2c52341ae9,1045,customer,c_shoprunnerCustomerIdentifier,,,"{""description"":""Y/N flag to identify if a customer has used shoprunner method at checkout""}",system,2023-10-16 12:21,2023-10-16 12:21,system
9db47459e0904f169e20341bd09270c8,1049,customer,c_loyaltyEnrollmentLocation,,,"{""description"":""Location where customer enrolled for the loyalty program""}",system,2019-08-26 09:33,2021-09-07 05:22,system
d9a3b7e89e684221927c11bfb9d57ade,0,transactionsummary,SourceTransactionNumber,,[],"{""description"":""The unique identifier of the transaction in your data.""}",system,2019-10-02 21:11,2024-06-25 21:09,system
686899be6e1847c98342805d8ac50645,10179,c_customerappend,c_appendAttribute474,,,"{""description"":""Indicates a mail order purchase made by the household of outdoor gardening items.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
88ba0e8bb8b649ef99b541881179d312,10179,c_customerappend,c_appendAttribute135,,,"{""description"":""Someone in the household has purchased garden/landscape products (trees, shrubs, flowers, gardening equipment, books, etc.). Indicates an interest in gardening.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
0e1ce35e418b46b7b32687349d68f355,10114,account,Name,,"[""CAMPAIGN"",""CONTENT""]",{},system,2020-11-13 12:21,2020-11-13 12:21,system
d67f019d2ab343b9908a2f93a4b7f3e0,1089,c_customerappend,c_appendAttribute177,,,"{""description"":""Indicates the dollar amount the household has spent in the Apparel - Men\u0027s category in the past 48 months.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
c761d07105074de885311d92152a5e1f,1086,c_customerappend,c_appendAttribute412,,,"{""description"":""Indicates the Number of Orders purchased from an Unknown Catalog Scale within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
28f6e99f2b024cfcb7727a3bec3ec039,1052,customer,c_preferredStoreZipCode,,,"{""description"":""Preferred Store Zip Code for 52 weeks""}",system,2022-08-22 19:49,2023-04-25 18:27,system
9c815819e16b4e93aedb0dea136aab3a,10180,c_customerappend,c_appendAttribute385,,,"{""description"":""Indicates the total dollars purchased in the month of December within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
1aeda32e40724ae18cdad51695d3c40a,10167,customer,DoNotEmail,,"[""LOOKUP""]",,system,2023-07-21 07:57,2023-10-10 09:31,system
cb31a0ae8ab14baba31224a3e06dd0f8,10167,ml_out_mc_summary,c_studio2Value,,,"{""description"":""Description""}",system,2024-06-07 13:42,2024-06-07 13:42,system
e30b2c166e2046b38c4ffa451866132a,0,customersummary,TotalOpenCountLast30Days,,[],"{""description"":""The number of emails opened by your customers in the last 30 days (i.e. “last month”).""}",system,2019-06-19 20:36,2024-06-25 21:09,system
21d675bc55d64377b64a13e5c18b5cb3,0,customersummary,DpvConfirm,,[],"{""description"":""This is the DPV Confirmation results that we get from USPS for US addresses: \""Y\"" means the address is DPV confirmed, and \""N\"" means the address is not certified by the USPS.""}",system,2019-06-19 20:37,2024-06-25 21:09,system
0d9aa255630a40ac8e56b1de644d2d03,0,transactionsummary,MasterCustomerID,,[],"{""description"":""""}",system,2019-10-02 21:11,2024-06-25 21:09,system
52647930abc146a0916257983c10283d,1089,c_customerappend,c_appendAttribute385,,,"{""description"":""Indicates the total dollars purchased in the month of December within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
f8fb49025189483c9e5a9e67f521e315,1089,c_customerappend,c_appendAttribute381,,,"{""description"":""Indicates the total dollars purchased in the month of October within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
7a0186ba4ed945dc8b8c139678d5dd26,1089,c_customerappend,c_city,,,"{""description"":"" City""}",system,2020-10-09 19:58,2022-08-09 20:51,system
5dabc04cba424568bcdfc7efa2299273,1028,customersummary,c_taxExemptRetailPaper,,,"{""description"":""Exempt from Taxes on Retail Paper items""}",system,2019-10-08 17:20,2024-04-23 07:04,system
40c6bd5a0ecc4cf58f66d8a0781e8347,1086,c_customerappend,c_appendAttribute218,,,"{""description"":""Indicates the number of orders the household has made in the Apparel - Men\u0027s Big and Tall category in the past 48 months.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
bde3d91ddde3403bae07f5a0f4cb2c8e,1075,zipcloseststores,Country,,"[""CONTENT""]",{},system,2020-02-05 08:27,2020-02-05 08:27,system
acf3b4a60f64446a82e3d8f7ec4f04ef,1067,customer,c_smsNumber,,,"{""description"":""SFMC SMS Number""}",system,2022-12-21 19:38,2023-02-09 18:12,system
c672904f33c54b56a53341ed3b372f68,10180,c_customerappend,c_appendAttribute20,,,"{""description"":""Indicates the presence of age 35 to 44 of unknown gender(s) in the household. Data could be coded as unknown gender because of ambiguous or unisex names. This data is created by first copying the respective adultAgeInBroadRanges data from the household.coreDemographics bundle and then filling in with inferred model data. To achieve full coverage, additional data may be added from inferred ZIP or ZIP4 data.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
85f5df6b0a5a48aca5f428f84d97c41b,10180,c_customerappend,c_appendAttribute38,,,"{""description"":""Indicates the precision used in the append of the Marital Status - 100% element (Household, Household Inferred, Zip+4, Zip level)""}",system,2023-01-10 09:20,2023-01-10 09:20,system
0238da2b6c32401eb091476e2b37dfd6,10180,c_customerappend,c_appendAttribute161,,,"{""description"":""Someone in the household has an interest in watching baseball.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
0f49b362a1904f618d9ce179a537fe4c,10180,c_customerappend,c_appendAttribute351,,,"{""description"":""Indicates the Number of Orders purchased in the month of January within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
6e41547b2fbe49a586b23c8e774ca8be,10180,c_customerappend,c_appendAttribute390,,,"{""description"":""Indicates the date of the last order made by the household.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
46ccaa160e0548ae877fb14f779978ed,10167,ml_out_mc_summary,c_ccstudioString03,,,"{""description"":""VARCHAR | ML Studio Repeat Online requested by Etienne. It is a test.""}",system,2024-06-07 13:45,2024-06-07 13:45,system
4a97fa1b4bc84d7687f3ba90d072f6d9,1049,organization,c_storeLocationType,,,"{""description"":""Indicates where the store is located (Mall, Street, Office Building, etc)""}",system,2019-08-26 09:37,2020-08-18 07:52,system
d71bb817abdb4e91822c2ac9311b251d,1041,customersummary,c_doNotEmailVh,,,"{""description"":""This filter allows you to select customers that are opted-in/opted-out of your email campaigns: Y: contacts explicitly opted-out; N: contacts explicitly opted-in; U: contacts that have no explicit values (and are usually contacts that you can/want to contact).""}",system,2019-09-25 19:30,2024-01-29 19:05,system
3142a6d3962b4f9cad021648fea882d5,10179,c_customerappend,c_appendAttribute12,,,"{""description"":""Indicates the presence of age 18 to 24 male(s) in the household. This data is created by first copying the respective adultAgeInBroadRanges data from the household.coreDemographics bundle and then filling in with inferred model data. To achieve full coverage, additional data may be added from inferred ZIP or ZIP4 data.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
a515516a3335440b927e1593870cdacd,0,transactionpaymentmethodxref,TransactionItemSubtype,,[],"{""description"":""Subtype of transaction line, possible values are \u0027Demand\u0027, \u0027Canceled\u0027, \u0027Shipped\u0027, \u0027Returned\u0027. This field is mainly used to distinguish between payments for shipped lines vs. refunds for returned lines.""}",system,2019-11-18 21:17,2024-06-25 21:09,system
c9d3fa9ccaa741948bad336d6d9a460c,465,paymentmethod,ID,,"[""LOOKUP"",""CONTENT"",""CAMPAIGN""]",{},system,2021-03-04 05:02,2021-03-04 05:02,system
1db48d46ee8149be8785890dc727ba5b,10179,c_customerappend,c_appendAttribute143,,,"{""description"":""Someone in the household has indicated they are interested in collecting movies.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
6b7a9ded6e4a41c79f642f77c0dcb229,1049,product,ImageURL,,"[""CAMPAIGN"",""CONTENT""]",,system,2020-04-20 10:11,2022-05-05 13:25,system
9be6f6cbdd3345a68728b974ee93a50e,1086,c_customerappend,c_appendAttribute415,,,"{""description"":""Indicates purchases made by the household in the specialty apparel category.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
34f0a4e46bbf46de9e6f7847ffd02ddb,10180,c_customerappend,c_appendAttribute72,,,"{""description"":""Indicates possession of gas, department store, or retail store credit card(s) in a household. A department store card is like JCPenney, Sears, or Montgomery Ward. A retail card is like Home Depot, Victoria Secret, or Best Buy.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
31b4654d59b8449db8ae26bd57d0cf68,10180,c_customerappend,c_appendAttribute75,,,"{""description"":""Indicates possession of premium credit card(s) in a household. Premium credit cards would be Gold or Platinum level.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
c99ff7ab65184263b8965d90f91b0a46,10180,c_customerappend,c_appendAttribute154,,,"{""description"":""Someone in the household has an interest in owning a cat or actually owns a cat.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
ceb1e19e50654660b4bc998c8b21ae22,1031,customersummary,c_customerStringAttribute01,,,"{""description"":""This is a test from your Acquia CVM""}",system,2024-03-15 14:23,2024-03-15 14:23,system
d2a03842bae749d6b4c2342a4362614d,0,ml_out_mc_likelihood_lte_a,PartitionColumn,,[],"{""partition.default.value.if.null"":""Unknown"",""partition.sequence"":""1""}",system,2019-03-06 23:52,2024-06-25 21:09,system
666d1f2583da459289456007f8f6f0f1,0,customersummary,Suite,,[],"{""description"":""The apartment, suite, or room number of the winning address.""}",system,2019-06-19 20:37,2024-06-25 21:09,system
fe8c6ec65ec74af1a2b72d254330b7fd,1049,organization,c_storePhone,,,"{""description"":""Phone number of the store""}",system,2019-08-26 09:37,2020-08-18 07:52,system
32ae5aa725a94373a3d13e3ba70e1bf8,0,transactionitem,SourceTransactionNumber,,[],"{""description"":""The unique identifier of the transaction to which this item belongs.""}",system,2019-10-02 21:11,2024-06-25 21:09,system
cbd1e772042f452597d21e24bcf9dd7e,10179,c_customerappend,c_appendAttribute390,,,"{""description"":""Indicates the date of the last order made by the household.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
b6f9769686624abeaa5999205df6c7c4,0,customeraddressxref,SourceCustomerNumber,,[],"{""description"":""The unique identifier of the customer in your data.""}",system,2019-10-02 21:11,2024-06-25 21:09,system
da3da9bf64fa4f5e8a442d5043ed91c3,1089,c_customerappend,c_appendAttribute276,,,"{""description"":""Indicates the number of weeks since the household has made a purchase of electronics.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
481705b542f94ccb8df305548a714743,0,event,DeviceType,,[],"{""description"":""The type of device used to trigger the event (mostly applicable to web/application events). This is automatically populated by the JS SDK when you implement it on your website, but you should populate it when using the Tracker API. The list of standard values supported by Acquia CDP is: COMPUTER (for laptops/desktops), MOBILE (for mobile phones, e.g. iPhone, Galaxy Note...), TABLET (\""Tablet\"", e.g. iPad, Kindle Fire...), GAME_CONSOLE (\""Game console\"", e.g. Playstation 4), DMR (\""Digital media receiver\"", e.g. Roku, Google TV, etc.), WEARABLE (for wearable devices), and UNKNOWN for the rest. Please check with your Implementation team if you think you need to add other types.""}",system,2019-10-02 21:11,2024-06-25 21:09,system
40a085b5b0c04e8390c27331df2d1689,1089,c_customerappend,c_appendAttribute199,,,"{""description"":""Indicates the dollar amount the household has spent in the Home Care category in the past 48 months.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
695669823ba14cf19d3fe1a11eb7a1bc,1086,c_customerappend,c_appendAttribute51,,,"{""description"":""Indicates the presence of children of unknown gender(s) age 11 to 15 in the household. Data could be coded as unknown gender because of ambiguous or unisex names. This data is created by first copying the respective childAgeInBroadRanges data from the household.coreDemographics bundle and then filling in with inferred model data. To achieve full coverage, additional data may be added from inferred ZIP or ZIP4 data.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
01423eea9c8b4a8faccd9a1762890f95,1086,c_customerappend,c_appendAttribute90,,,"{""description"":""Indicates the middle initial of the first individual in the household. This is the criteria table used the rank the individuals into their 1st  5th individual spots.    1)  Oldest male 26-60 within 10 years of a female 20-70? Male is 1st ind, female is 2nd.   2)  Youngest male 60+ within 10 years of any female? Male is 1st ind, female is 2nd.   3)  Oldest male 26-60   4)  Oldest female 26-60   5)  Youngest male 60+   6)  Youngest female 60+   7)  Oldest male 18-26    8)  Oldest female 18-26   9)  Oldest Unknown gender 26-60   10)  Youngest Unknown gender 60+   11)  Oldest Unknown gender 18-26   12)  Male of unknown age   13)  Female of unknown age   14)  Unknown gender of unknown age  Note: If the individuals in the household fit into criteria 3 and 8, then these would become individuals 1 and 2.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
bb263ed0b13b4e8fb543a79396f4e5f2,1086,c_customerappend,c_appendAttribute129,,,"{""description"":""Someone in the household has an interest in natural or organic foods.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
14be900a14c840f5b14db3aa39018922,1086,c_customerappend,c_appendAttribute319,,,"{""description"":""Offline purchases have been made within the $250-$499.99 Range in the past 24 months. This is an indication of how many purchases in that price range have been made.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
1f0da2c7616e433cb69a1daf1b64eff0,1086,c_customerappend,c_appendAttribute458,,,"{""description"":""Indicates a mail order purchase made by the household of auto supplies.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
f98c2797f5ed48f4aca0c91fbc194055,10180,c_customerappend,c_appendAttribute366,,,"{""description"":""Indicates the total dollars purchased in the month of February within the last 4 years in the Household. The Buying Activity data has been summarized into a categorical level according to purchase activity. This removes certain point-of-sale information, such as SKUs (stock keeping unit) but allows visibility into types of purchases and buying behaviors within the Household.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
47c3cbdcca13463a9dc68b2423674a29,10179,c_customerappend,c_appendAttribute338,,,"{""description"":""Online purchases have been made within the $50-$99.99 Range in the past 24 months. This is an indication of how many purchases in that price range have been made.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
08ee1fa7f70046b5969f9b65a571f79c,0,customersummary,BehaviorBasedClusterID_ThisMonth,,[],"{""description"":""""}",system,2019-06-19 20:37,2024-06-25 21:09,system
96cc5fcbf7ff40d8884b53cfa11a4024,10179,c_customerappend,c_appendAttribute309,,,"{""description"":""This indicates the average dollar amount per offline order in the last 24 months. The following elements are not actual transactions. This data has been rolled up into categories removing all transaction level data including SKUs.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
6b052f0d6fe04738904ac891bd9d5329,1052,customersummary,email,,"[""API"",""CONTENT"",""CAMPAIGN""]",,system,2019-11-22 20:19,2024-01-29 22:31,system
32b89a81674742ffb8e9d64c44fa0046,10179,c_customerappend,c_appendAttribute261,,,"{""description"":""Indicates the number of weeks since the household has made a purchase in Men\u0027s Big and Tall Apparel.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
c292b9a354d54932ad525891746436e5,10179,c_customerappend,c_appendAttribute24,,,"{""description"":""Indicates the presence of age 55 to 64 male(s) in the household. This data is created by first copying the respective adultAgeInBroadRanges data from the household.coreDemographics bundle and then filling in with inferred model data. To achieve full coverage, additional data may be added from inferred ZIP or ZIP4 data.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
42c12c2204e94ace899a4d86dce4796e,1086,c_customerappend,c_appendAttribute429,,,"{""description"":""This element indicates the date of the last known purchase made by the household.""}",system,2020-10-05 17:27,2023-01-31 07:45,system
2de6942397914cf1930b0b46d137a327,1089,c_customerappend,c_appendAttribute71,,,"{""description"":""Indicates possession of VISA or Mastercard bankcard(s) in a household.""}",system,2020-10-09 19:58,2022-08-09 20:51,system
43a9fcb07cd341e79ef822c19ed5a300,10180,c_customerappend,c_appendAttribute393,,,"{""description"":""Indicates the number of weeks since the first order in the household.""}",system,2023-01-10 09:20,2023-01-10 09:20,system
02f0cef890b341f9b83689a3b4118258,0,customersummary,tenuredaysgroup,,[],"{""description"":""The number of days since your customers\u0027 first transaction, grouped into buckets for easier use.""}",system,2019-06-19 20:36,2024-06-25 21:09,system
b9d70c9b1567438a97294040099433ce,10179,c_customerappend,c_appendAttribute63,,,"{""description"":""Indicates the frequency of purchases made by a household with a credit card in the last 0-3 months.""}",system,2022-07-07 09:50,2023-01-10 06:16,system
65380f01d0e746f7845bf5ec273d2ff0,0,customersummary,Address2,,[],"{""description"":""The Address2 of your customer\u0027s winning address. Default value is “Unknown”. By default Acquia CDP promotes addresses that are DPV, certified, recent, opted-in to receive mail, and more complete.""}",system,2019-06-19 20:37,2024-06-25 21:09,system
d20402b424b94933aa109846a8fb1a2f,0,ml_out_mc_summary,LTE_A_Value_L2M,,[],"{""description"":""Snapshot of Likelihood to Engage as of the first day of two months ago.""}",system,2019-06-19 20:37,2024-06-25 21:09,system
a3052f351c894c2db97c2433b57ee75c,0,transactionsummary,InvoiceDateFK,,[],"{""description"":""""}",system,2019-10-02 21:11,2024-06-25 21:09,system
abb75b311ac14e76af575c2620805399,0,organization,Country,,[],"{""description"":""The standard ISO Alpha-2 code for the country where the organization is located (e.g. United States should be \""US\"", Canada should be \""CA\"", France should be \""FR\"", etc...). Two character ISO Alpha-2 codes are required for distance-to-store and closest-store calculations.""}",system,2019-10-02 21:11,2024-06-25 21:09,system
